CSFII 1994-96 Food Code	Food Description in 1994-96 CSFII	GI Value	Value used in DHQ database
27343970	"Chicken or turkey, noodles, and vegetables (including carrots, broccoli, and/or dark-green leafy), cream or white sauce (mixture)"	Null	X
27343980	"Chicken or turkey, noodles, and vegetables (excluding carrots, broccoli, and dark-green leafy), cream or white sauce (mixture)"	Null	X
27345010	"Chicken or turkey, rice, and vegetables (including carrots, broccoli, and/or dark-green leafy), no sauce (mixture)"	Null	X
27345020	"Chicken or turkey, rice, and vegetables (excluding carrots, broccoli, and dark-green leafy), no sauce (mixture)"	Null	X
27345210	"Chicken or turkey, rice, and vegetables (including carrots, broccoli, and/or dark-green leafy), gravy (mixture)"	Null	X
27345220	"Chicken or turkey, rice, and vegetables (excluding carrots, broccoli, and dark-green leafy), gravy (mixture)"	Null	X
27345310	"Chicken or turkey, rice, and vegetables (including carrots, broccoli, and/or dark-green leafy), soy-based sauce (mixture)"	Null	X
27345320	"Chicken or turkey, rice, and vegetables (excluding carrots, broccoli, and dark-green leafy), soy-based sauce (mixture)"	Null	X
27345410	"Chicken or turkey, rice, and vegetables (including carrots, broccoli, and/or dark-green leafy), (mushroom) soup (mixture)"	Null	X
27345420	"Chicken or turkey, rice, and vegetables (excluding carrots, broccoli, and dark-green leafy), (mushroom) soup (mixture)"	Null	X
27345440	"Chicken or turkey, rice, and vegetables (including carrots, broccoli, and/or dark-green leafy), cheese sauce (mixture)"	Null	X
27345450	"Chicken or turkey, rice, and vegetables (excluding carrots, broccoli, and dark-green leafy), cheese sauce (mixture)"	Null	X
27345510	"Chicken or turkey, rice, and vegetables (including carrots, broccoli, and/or dark-green leafy), tomato-based sauce (mixture)"	Null	X
27345520	"Chicken or turkey, rice, and vegetables (excluding carrots, broccoli, and dark-green leafy), tomato-based sauce (mixture)"	Null	X
27347100	Chicken or turkey pot pie	85.2	X
27347200	"Chicken or turkey, stuffing, and vegetables (including carrots, broccoli, and/or dark-green leafy), no sauce (mixture)"	Null	X
27347210	"Chicken or turkey,stuffing, and vegetables (excluding carrots, broccoli, and dark green leafy), no sauce (mixture)"		
27347220	"Chicken or turkey, stuffing, and vegetables (including carrots, broccoli, and/or dark-green leafy), gravy (mixture)"		
27347230	"Chicken or turkey, stuffing, and vegetables (excluding carrots, broccoli, and dark-green leafy), gravy (mixture)"	Null	X
27347240	"Chicken or turkey, dumplings, and vegetables (including carrots, broccoli, and/or dark green leafy), gravy (mixture)"	Null	X
27347250	"Chicken or turkey, dumplings, and vegetables (excluding carrots, broccoli, and dark green leafy), gravy (mixture)"	Null	X
27348100	"Chicken fricassee, Puerto Rican style (Fricase de pollo)"		
27350020	Paella with seafood		
27350030	"Seafood stew with potatoes and vegetables (excluding carrots, broccoli, and dark-green leafy), tomato-base sauce"		
27350040	"Shad creole, with rice"		
27350050	Shrimp chow mein or chop suey with noodles		
27350060	"Shrimp creole, with rice"		
27350070	Tuna pot pie		
27350080	"Tuna noodle casserole with vegetables, cream or white sauce"	51.1	
27350090	"Fish, noodles, and vegetables (including carrots, broccoli, and/or dark green leafy), cheese sauce (mixture)"		
27350100	"Fish, noodles, and vegetables (excluding carrots, broccoli, and dark-green leafy), cheese sauce (mixture)"		
27350110	Bouillabaisse		
27350200	Oyster pie		
27350310	"Seafood stew with potatoes and vegetables (including carrots, broccoli, and/or dark-green leafy), tomato-base sauce"		
27350410	Tuna noodle casserole with vegetables and (mushroom) soup	52	
27351010	"Codfish with starchy vegetables, Puerto Rican style (Serenata de bacalao) (mixture)"		
27351020	"Codfish salad, Puerto Rican style (Gazpacho de bacalao)"		
27351030	"Stewed codfish, Puerto Rican style (Bacalao guisado)"		
27351040	"Biscayne codfish, Puerto Rican style (Bacalao a la Vizcaina)"		
27351050	"Codfish salad, Puerto Rican style (Ensalada de bacalao)"		
27351060	"Shrimp and pasta garden salad (shrimp, pasta salad, tomato and/or carrots, other vegetables), no dressing"		
27360000	"Stew, NFS"	Null	X
27360010	"Goulash, NFS"		
27360050	"Meat pie, NFS"		
27360080	"Chow mein or chop suey, NS as to type of meat, with noodles"	Null	X
27360090	"Paella, NFS"		
27360100	Brunswick stew	Null	X
27360120	"Chow mein or chop suey, various types of meat, with noodles"	Null	X
27361010	"Stewed variety meats, Puerto Rican style (mostly liver) (Gandinga)"		
27362000	"Stewed tripe, Puerto Rican style, with potatoes (Mondongo)"		
27363000	"Gumbo with rice (New Orleans type with shellfish, pork, and/or poultry, tomatoes, okra, rice)"	Null	X
27363100	Jambalaya with meat and rice	Null	X
27410210	"Beef and vegetables (including carrots, broccoli, and/or dark-green leafy (no potatoes)), no sauce (mixture)"	Null	X
27410220	"Beef and vegetables (excluding carrots, broccoli, and dark-green leafy (no potatoes)), no sauce (mixture)"	Null	X
27410250	"Beef shish kabob with vegetables, excluding potatoes"	Null	X
27411100	"Beef with vegetables (including carrots, broccoli, and/or dark-green leafy (no potatoes)), tomato-based sauce (mixture)"	Null	X
27411120	Swiss steak	50	X
27411150	"Beef rolls, stuffed with vegetables or meat mixture, tomato-based sauce"	Null	X
27411200	"Beef with vegetables (excluding carrots, broccoli, and dark-green leafy (no potatoes)), tomato-based sauce (mixture)"	Null	X
27414100	"Beef with vegetables (including carrots, broccoli, and/or dark-green leafy (no potatoes)), (mushroom) soup (mixture)"	38	X
27414200	"Beef with vegetables (excluding carrots, broccoli, and dark-green leafy (no potatoes)), (mushroom) soup (mixture)"	38	X
27415100	"Beef and vegetables (including carrots, broccoli, and/or dark-green leafy (no potatoes)), soy-based sauce (mixture)"	48.7	X
27415120	"Beef, tofu, and vegetables (including carrots, broccoli, and/or dark-green leafy (no potatoes)), soy-based sauce (mixture)"	Null	X
27415150	"Beef chow mein or chop suey, no noodles"	Null	X
27415170	Kung Pao beef		
27415200	"Beef and vegetables (excluding carrots, broccoli, and dark-green leafy (no potatoes)), soy-based sauce (mixture)"	Null	X
27415220	"Beef, tofu, and vegetables (excluding carrots, broccoli, and dark-green leafy (no potatoes)), soy-based sauce (mixture)"	Null	X
27416100	"Beef and vegetables, Hawaiian style (mixture)"		
27416150	Pepper steak	46.1	X
27416200	"Beef, ground, with egg and onion (mixture)"	Null	X
27416250	Beef salad	Null	X
27416300	"Beef taco filling: beef, cheese, tomato, taco sauce"	Null	X
27416400	Sukiyaki (stir fried beef and vegetables in soy sauce)		
27416450	"Beef and vegetables (including carrots, broccoli, and/or dark-green leafy (no potatoes)), gravy (mixture)"	Null	X
27416500	"Beef and vegetables (excluding carrots, broccoli, and dark-green leafy (no potatoes)), gravy (mixture)"	Null	X
27418110	"Seasoned shredded soup meat (Ropa vieja, sopa de carne ripiada)"	50	X
27418210	Puerto-Rican style beef stew (Carne a la Judia)		
27418310	"Corned beef with tomato sauce and onion, Puerto Rican style (mixture)"	Null	X
27418410	"Beef steak with onions, Puerto Rican style (mixture) (Biftec encebollado)"	Null	X
27420010	Cabbage with ham hocks (mixture)		
27420020	Ham or pork salad		
27420040	Frankfurters or hot dogs and sauerkraut (mixture)		
27420060	"Pork and vegetables (including carrots, broccoli, and/or dark-green leafy (no potatoes)), no sauce (mixture)"		
27420080	Greens with ham or pork (mixture)		
27420100	"Pork, tofu, and vegetables (including carrots, broccoli, and/or dark-green leafy (no potatoes)), soy-base sauce (mixture)"		
27420110	"Pork and vegetables, Hawaiian style (mixture)"		
27420120	Pork and watercress with soy-based sauce (mixture)		
27420150	Kung Pao pork		
27420160	"Moo Shu (Mu Shi) Pork, without Chinese pancake"		
27420170	Pork and onions with soy-based sauce (mixture)		
27420200	"Pork hash, Hawaiian style-ground pork, vegetables (excluding carrots, broccoli, and dark-green leafy (no potatoes)), soy-based sauce"		
27420250	"Ham and vegetables (including carrots, broccoli, and/or dark- green leafy (no potatoes)), no sauce (mixture)"		
27420270	"Ham and vegetables (excluding carrots, broccoli, and dark-green leafy (no potatoes)), no sauce (mixture)"		
27420350	"Pork and vegetables (excluding carrots, broccoli, and dark-green leafy (no potatoes)), no sauce (mixture)"		
27420370	"Pork, tofu, and vegetables (excluding carrots, broccoli, and dark-green leafy (no potatoes)), soy-based sauce (mixture)"		
27420390	"Pork chow mein or chop suey, no noodles"		
27420400	"Pork and vegetables (including carrots, broccoli, and/or dark-green leafy (no potatoes)), tomato-based sauce (mixture)"		
27420410	"Pork and vegetables (excluding carrots, broccoli, and dark- green leafy (no potatoes)), tomato-based sauce (mixture)"		
27420450	"Sausage and vegetables (including carrots, broccoli, and/or dark-green leafy (no potatoes)), tomato-based sauce (mixture)"		
27420460	"Sausage and vegetables (excluding carrots, broccoli, and dark-green leafy (no potatoes)), tomato-based sauce (mixture)"		
27420470	"Sausage and peppers, no sauce (mixture)"		
27420500	"Pork and vegetables (including carrots, broccoli, and/or dark-green leafy), soy-based sauce (mixture)"		
27420510	"Pork and vegetables (excluding carrots, broccoli, and dark- green leafy), soy-based sauce (mixture)"		
27421010	"Stuffed christophine, Puerto Rican style (Chayote relleno)"		
27422010	"Pork chop stewed with vegetables, Puerto Rican style (mixture) (Chuletas a la jardinera)"		
27430400	"Lamb or mutton stew with vegetables (including carrots, broccoli, and/or dark-green leafy (no potatoes)), gravy"		
27430410	"Lamb or mutton stew with vegetables (excluding carrots, broccoli, and dark-green leafy (no potatoes)), gravy"		
27430500	"Veal goulash with vegetables (excluding carrots, broccoli, and dark-green leafy (no potatoes)), tomato-base sauce"		
27430510	"Veal goulash with vegetables (including carrots, broccoli, and/or dark-green leafy (no potatoes)), tomato-base sauce"		
27430580	"Veal with vegetables (including carrots, broccoli, and/or dark-green leafy (no potatoes)), cream or white sauce"		
27430590	"Veal with vegetables (excluding carrots, broccoli, and dark-green leafy (no potatoes)), cream or white sauce"		
27430610	"Lamb shish kabob with vegetables, excluding potatoes"		
27440110	"Chicken or turkey and vegetables (including carrots, broccoli, and/or dark-green leafy (no potatoes)), no sauce (mixture)"	42.5	X
27440120	"Chicken or turkey and vegetables (excluding carrots, broccoli, and dark-green leafy (no potatoes)), no sauce (mixture)"	Null	X
27440150	"Chicken or turkey pate with vegetables, diet"		
27441120	"Chicken or turkey creole, without rice"		
27442110	"Chicken or turkey and vegetables (including carrots, broccoli, and/or dark-green leafy (no potatoes)), gravy (mixture)"	Null	X
27442120	"Chicken or turkey and vegetables (excluding carrots, broccoli, and dark-green leafy (no potatoes)), gravy (mixture)"	Null	X
27443110	"Chicken or turkey a la king with vegetables (including carrots, broccoli, and/or dark-green leafy (no potatoes)), cream, white, or soup-based sauce"	Null	X
27443120	"Chicken or turkey a la king with vegetables (excluding carrots, broccoli, and dark-green leafy (no potatoes)), cream, white, or soup-based sauce"	Null	X
27443150	Chicken or turkey divan	Null	X
27445110	"Chicken or turkey and vegetables (including carrots, broccoli, and/or dark-green leafy (no potatoes)), soy-based sauce (mixture)"	55.1	X
27445120	"Chicken or turkey and vegetables (excluding carrots, broccoli, and dark-green leafy (no potatoes)), soy-based sauce (mixture)"	Null	X
27445150	General Tso (General Gau) chicken		
27445180	Moo Goo Gai Pan	Null	X
27445220	Kung pao chicken	Null	X
27445250	Almond chicken	Null	X
27446100	"Chicken or turkey chow mein or chop suey, no noodles"	Null	X
27446200	Chicken or turkey salad	40.8	X
27446220	Chicken or turkey salad with egg	Null	X
27446300	"Chicken or turkey garden salad (chicken and/or turkey, tomato and/or carrots, other vegetables), no dressing"	32.2	X
27446310	"Chicken or turkey garden salad (chicken and/or turkey, other vegetables excluding tomato and carrots), no dressing"	Null	X
27446350	"Oriental chicken or turkey garden salad (chicken and/or turkey, lettuce, fruit, nuts), no dressing"	Null	X
27446400	"Chicken or turkey and vegetables (including carrots, broccoli, and/or dark-green leafy (no potatoes)), cheese sauce (mixture)"	Null	X
27446410	"Chicken or turkey and vegetables (excluding carrots, broccoli, and dark-green leafy (no potatoes)), cheese sauce (mixture)"	Null	X
27448010	"Chicken or turkey fricassee, no potatoes, Puerto Rican style, NFS (assume with sauce)"		
27448020	"Chicken or turkey fricassee, with sauce, no potatoes, Puerto Rican style (potatoes reported separately)"		
27448030	"Chicken or turkey fricassee, no sauce, no potatoes, Puerto Rican style (sauce and potatoes reported separately)"		
27450010	Crab salad		
27450020	Lobster salad		
27450030	Salmon salad		
27450040	"Shrimp chow mein or chop suey, no noodles"		
27450060	Tuna salad	38.6	
27450070	Shrimp salad		
27450080	Seafood salad		
27450090	Tuna salad with cheese	Null	
27450100	Tuna salad with egg	39.7	
27450110	"Shrimp garden salad (shrimp, eggs, tomato and/or carrots, other vegetables), no dressing"		
27450120	"Shrimp garden salad (shrimp, eggs, vegetables excluding tomato and carrots), no dressing"		
27450130	Crab salad made with imitation crab		
27450150	"Fish, tofu, and vegetables, tempura, Hawaiian style (mixture)"		
27450180	"Seafood garden salad with seafood, vegetables excluding tomato and carrots, no dressing"		
27450190	"Seafood garden salad with seafood, tomato and/or carrots, other vegetables, no dressing"		
27450200	"Seafood garden salad with seafood, eggs, vegetables excluding tomato and carrots, no dressing"		
27450210	"Seafood garden salad with seafood, eggs, tomato and/or carrots, other vegetables, no dressing"		
27450250	Oysters Rockefeller		
27450310	Lomi salmon		
27450410	"Shrimp and vegetables (including carrots, broccoli, and/or dark-green leafy (no potatoes)), soy-based sauce (mixture)"		
27450420	"Shrimp and vegetables (excluding carrots, broccoli, and dark-green leafy (no potatoes)), soy-based sauce (mixture)"		
27450450	"Shrimp creole, no rice"		
27450470	Kung Pao shrimp		
27450510	"Tuna casserole with vegetables and (mushroom) soup, no noodles"	64.2	
27450600	"Shellfish mixture and vegetables (including carrots, broccoli, and/or dark-green leafy (no potatoes)), soy-based sauce"		
27450610	"Shellfish mixture and vegetables (excluding carrots, broccoli, and dark-green leafy (no potatoes)), soy-based sauce"		
27450650	"Shellfish mixture and vegetables (including carrots, broccoli, and/or dark-green leafy (no potatoes)), (mushroom) soup (mixture)"		
27450660	"Shellfish mixture and vegetables (excluding carrots, broccoli, and dark-green leafy (no potatoes)), (mushroom) soup (mixture)"		
27450700	"Fish and vegetables (including carrots, broccoli, and/or dark-green leafy (no potatoes)), tomato-based sauce (mixture)"		
